"Date and Time Run #2","Time (s) Run #2","Black Bottle","Brushed Aluminum Bottle","White Bottle"
04/16/2026 03:50:56 pm,527.500,25.8,23.5,
04/16/2026 03:50:57 pm,528.000,25.8,23.5,22.7
04/16/2026 03:50:57 pm,528.500,25.8,23.5,
04/16/2026 03:50:58 pm,529.000,25.8,23.5,22.7
04/16/2026 03:50:58 pm,529.500,25.8,23.5,
04/16/2026 03:50:59 pm,530.000,25.8,23.5,22.7
04/16/2026 03:50:59 pm,530.500,25.8,23.5,
04/16/2026 03:51:00 pm,531.000,25.8,23.5,22.7
04/16/2026 03:51:00 pm,531.500,25.8,23.5,
04/16/2026 03:51:01 pm,532.000,25.8,23.5,22.7
04/16/2026 03:51:01 pm,532.500,25.8,23.5,
04/16/2026 03:51:02 pm,533.000,25.8,23.5,22.7
04/16/2026 03:51:02 pm,533.500,25.8,23.5,
04/16/2026 03:51:03 pm,534.000,25.8,23.5,22.7
04/16/2026 03:51:03 pm,534.500,25.8,23.5,
04/16/2026 03:51:04 pm,535.000,25.8,23.5,22.7
04/16/2026 03:51:04 pm,535.500,25.8,23.5,
04/16/2026 03:51:05 pm,536.000,25.8,23.5,22.7
04/16/2026 03:51:05 pm,536.500,25.8,23.5,
04/16/2026 03:51:06 pm,537.000,25.8,23.5,22.7
04/16/2026 03:51:06 pm,537.500,25.8,23.5,
04/16/2026 03:51:07 pm,538.000,25.8,23.5,22.7
04/16/2026 03:51:07 pm,538.500,25.8,23.5,
04/16/2026 03:51:08 pm,539.000,25.8,23.5,22.7
04/16/2026 03:51:08 pm,539.500,25.8,23.5,
04/16/2026 03:51:09 pm,540.000,25.8,23.5,22.7
04/16/2026 03:51:09 pm,540.500,25.8,23.5,
04/16/2026 03:51:10 pm,541.000,25.8,23.5,22.7
04/16/2026 03:51:10 pm,541.500,25.8,23.5,
04/16/2026 03:51:11 pm,542.000,25.8,23.5,22.7
04/16/2026 03:51:11 pm,542.500,25.9,23.5,
04/16/2026 03:51:12 pm,543.000,25.9,23.5,22.7
04/16/2026 03:51:12 pm,543.500,25.9,23.5,
04/16/2026 03:51:13 pm,544.000,25.9,23.5,22.7
04/16/2026 03:51:13 pm,544.500,25.9,23.5,
04/16/2026 03:51:14 pm,545.000,25.9,23.5,22.7
04/16/2026 03:51:14 pm,545.500,25.9,23.5,
04/16/2026 03:51:15 pm,546.000,25.9,23.5,22.7
04/16/2026 03:51:15 pm,546.500,25.9,23.5,
04/16/2026 03:51:16 pm,547.000,25.9,23.5,22.7
04/16/2026 03:51:16 pm,547.500,25.9,23.5,
04/16/2026 03:51:17 pm,548.000,25.9,23.5,22.7
04/16/2026 03:51:17 pm,548.500,25.9,23.5,
04/16/2026 03:51:18 pm,549.000,25.9,23.5,22.7
04/16/2026 03:51:18 pm,549.500,25.9,23.5,
04/16/2026 03:51:19 pm,550.000,25.9,23.5,22.7
04/16/2026 03:51:19 pm,550.500,25.9,23.5,
04/16/2026 03:51:20 pm,551.000,25.9,23.5,22.7
04/16/2026 03:51:20 pm,551.500,25.9,23.5,
04/16/2026 03:51:21 pm,552.000,25.9,23.5,22.7
04/16/2026 03:51:21 pm,552.500,25.9,23.5,
04/16/2026 03:51:22 pm,553.000,25.9,23.5,22.7
04/16/2026 03:51:22 pm,553.500,25.9,23.5,
04/16/2026 03:51:23 pm,554.000,25.9,23.5,22.7
04/16/2026 03:51:23 pm,554.500,25.9,23.5,
04/16/2026 03:51:24 pm,555.000,25.9,23.5,22.7
04/16/2026 03:51:24 pm,555.500,25.9,23.5,
04/16/2026 03:51:25 pm,556.000,25.9,23.5,22.7
04/16/2026 03:51:25 pm,556.500,25.9,23.5,
04/16/2026 03:51:26 pm,557.000,26.0,23.6,22.7
04/16/2026 03:51:26 pm,557.500,25.9,23.5,
04/16/2026 03:51:27 pm,558.000,26.0,23.5,22.7
04/16/2026 03:51:27 pm,558.500,25.9,23.5,
04/16/2026 03:51:28 pm,559.000,25.9,23.5,22.7
04/16/2026 03:51:28 pm,559.500,26.0,23.5,
04/16/2026 03:51:29 pm,560.000,26.0,23.5,22.7
04/16/2026 03:51:29 pm,560.500,25.9,23.5,
04/16/2026 03:51:30 pm,561.000,26.0,23.5,22.7
04/16/2026 03:51:30 pm,561.500,26.0,23.5,
04/16/2026 03:51:31 pm,562.000,26.0,23.6,22.7
04/16/2026 03:51:31 pm,562.500,26.0,23.5,
04/16/2026 03:51:32 pm,563.000,26.0,23.5,22.7
04/16/2026 03:51:32 pm,563.500,25.9,23.6,
04/16/2026 03:51:33 pm,564.000,26.0,23.5,22.7
04/16/2026 03:51:33 pm,564.500,26.0,23.6,
04/16/2026 03:51:34 pm,565.000,26.0,23.5,22.7
04/16/2026 03:51:34 pm,565.500,26.0,23.5,
04/16/2026 03:51:35 pm,566.000,26.0,23.5,22.7
04/16/2026 03:51:35 pm,566.500,26.0,23.6,
04/16/2026 03:51:36 pm,567.000,26.0,23.5,22.7
04/16/2026 03:51:36 pm,567.500,26.0,23.6,
04/16/2026 03:51:37 pm,568.000,26.0,23.6,22.7
04/16/2026 03:51:37 pm,568.500,26.0,23.6,
04/16/2026 03:51:38 pm,569.000,26.0,23.5,22.7
04/16/2026 03:51:38 pm,569.500,26.0,23.6,
04/16/2026 03:51:39 pm,570.000,26.0,23.6,22.7
04/16/2026 03:51:39 pm,570.500,26.0,23.6,
04/16/2026 03:51:40 pm,571.000,26.0,23.6,22.7
04/16/2026 03:51:40 pm,571.500,26.0,23.6,
04/16/2026 03:51:41 pm,572.000,26.0,23.6,22.7
04/16/2026 03:51:41 pm,572.500,26.0,23.6,
04/16/2026 03:51:42 pm,573.000,26.0,23.6,22.7
04/16/2026 03:51:42 pm,573.500,26.0,23.6,
04/16/2026 03:51:43 pm,574.000,26.0,23.6,22.7
04/16/2026 03:51:43 pm,574.500,26.0,23.6,
04/16/2026 03:51:44 pm,575.000,26.0,23.6,22.7
04/16/2026 03:51:44 pm,575.500,26.0,23.6,
04/16/2026 03:51:45 pm,576.000,26.0,23.6,22.7
04/16/2026 03:51:45 pm,576.500,26.0,23.6,
04/16/2026 03:51:46 pm,577.000,26.0,23.6,22.7
04/16/2026 03:51:46 pm,577.500,26.0,23.6,
04/16/2026 03:51:47 pm,578.000,26.0,23.6,22.7
04/16/2026 03:51:47 pm,578.500,26.1,23.6,
04/16/2026 03:51:48 pm,579.000,26.1,23.6,22.7
04/16/2026 03:51:48 pm,579.500,26.0,23.6,
04/16/2026 03:51:49 pm,580.000,26.1,23.6,22.7
04/16/2026 03:51:49 pm,580.500,26.1,23.6,
04/16/2026 03:51:50 pm,581.000,26.1,23.6,22.7
04/16/2026 03:51:50 pm,581.500,26.1,23.6,
04/16/2026 03:51:51 pm,582.000,26.1,23.6,22.7
04/16/2026 03:51:51 pm,582.500,26.1,23.6,
04/16/2026 03:51:52 pm,583.000,26.1,23.6,22.7
04/16/2026 03:51:52 pm,583.500,26.1,23.6,
04/16/2026 03:51:53 pm,584.000,26.1,23.6,22.7
04/16/2026 03:51:53 pm,584.500,26.1,23.6,
04/16/2026 03:51:54 pm,585.000,26.1,23.6,22.7
04/16/2026 03:51:54 pm,585.500,26.1,23.6,
04/16/2026 03:51:55 pm,586.000,26.1,23.6,22.7
04/16/2026 03:51:55 pm,586.500,26.1,23.6,
04/16/2026 03:51:56 pm,587.000,26.1,23.6,22.7
04/16/2026 03:51:56 pm,587.500,26.1,23.6,
04/16/2026 03:51:57 pm,588.000,26.1,23.6,22.8
04/16/2026 03:51:57 pm,588.500,26.1,23.6,
04/16/2026 03:51:58 pm,589.000,26.1,23.6,22.7
04/16/2026 03:51:58 pm,589.500,26.1,23.6,
04/16/2026 03:51:59 pm,590.000,26.1,23.6,22.7
04/16/2026 03:51:59 pm,590.500,26.1,23.6,
04/16/2026 03:52:00 pm,591.000,26.1,23.6,22.7
04/16/2026 03:52:00 pm,591.500,26.1,23.6,
04/16/2026 03:52:01 pm,592.000,26.1,23.6,22.8
04/16/2026 03:52:01 pm,592.500,26.1,23.6,
04/16/2026 03:52:02 pm,593.000,26.1,23.6,22.7
04/16/2026 03:52:02 pm,593.500,26.1,23.6,
04/16/2026 03:52:03 pm,594.000,26.2,23.6,22.7
04/16/2026 03:52:03 pm,594.500,26.2,23.6,
04/16/2026 03:52:04 pm,595.000,26.1,23.6,22.7
04/16/2026 03:52:04 pm,595.500,26.2,23.6,
04/16/2026 03:52:05 pm,596.000,26.2,23.6,22.8
04/16/2026 03:52:05 pm,596.500,26.2,23.6,
04/16/2026 03:52:06 pm,597.000,26.1,23.6,22.8
04/16/2026 03:52:06 pm,597.500,26.2,23.6,
04/16/2026 03:52:07 pm,598.000,26.2,23.6,22.8
04/16/2026 03:52:07 pm,598.500,26.2,23.6,
04/16/2026 03:52:08 pm,599.000,26.2,23.6,22.8
04/16/2026 03:52:08 pm,599.500,26.2,23.6,
04/16/2026 03:52:09 pm,600.000,26.2,23.6,22.8
04/16/2026 03:52:09 pm,600.500,26.2,23.6,
04/16/2026 03:52:10 pm,601.000,26.2,23.6,22.8
04/16/2026 03:52:10 pm,601.500,26.2,23.7,
04/16/2026 03:52:11 pm,602.000,26.2,23.6,22.8
04/16/2026 03:52:11 pm,602.500,26.2,23.6,
04/16/2026 03:52:12 pm,603.000,26.2,23.6,22.8
04/16/2026 03:52:12 pm,603.500,26.2,23.6,
04/16/2026 03:52:13 pm,604.000,26.2,23.7,22.8
04/16/2026 03:52:13 pm,604.500,26.2,23.6,
04/16/2026 03:52:14 pm,605.000,26.2,23.7,22.8
04/16/2026 03:52:14 pm,605.500,26.2,23.6,
04/16/2026 03:52:15 pm,606.000,26.2,23.6,22.8
04/16/2026 03:52:15 pm,606.500,26.2,23.6,
04/16/2026 03:52:16 pm,607.000,26.2,23.7,22.8
04/16/2026 03:52:16 pm,607.500,26.2,23.6,
04/16/2026 03:52:17 pm,608.000,26.2,23.7,22.8
04/16/2026 03:52:17 pm,608.500,26.2,23.6,
04/16/2026 03:52:18 pm,609.000,26.2,23.6,22.8
04/16/2026 03:52:18 pm,609.500,26.2,23.7,
04/16/2026 03:52:19 pm,610.000,26.3,23.7,22.8
04/16/2026 03:52:19 pm,610.500,26.2,23.7,
04/16/2026 03:52:20 pm,611.000,26.2,23.6,22.8
04/16/2026 03:52:20 pm,611.500,26.3,23.6,
04/16/2026 03:52:21 pm,612.000,26.3,23.7,22.8
04/16/2026 03:52:21 pm,612.500,26.2,23.7,
04/16/2026 03:52:22 pm,613.000,26.3,23.6,22.8
04/16/2026 03:52:22 pm,613.500,26.3,23.7,
04/16/2026 03:52:23 pm,614.000,26.3,23.7,22.8
04/16/2026 03:52:23 pm,614.500,26.2,23.6,
04/16/2026 03:52:24 pm,615.000,26.3,23.7,22.8
04/16/2026 03:52:24 pm,615.500,26.3,23.7,
04/16/2026 03:52:25 pm,616.000,26.3,23.7,22.8
04/16/2026 03:52:25 pm,616.500,26.3,23.7,
04/16/2026 03:52:26 pm,617.000,26.3,23.7,22.8
04/16/2026 03:52:26 pm,617.500,26.3,23.7,
04/16/2026 03:52:27 pm,618.000,26.3,23.7,22.8
04/16/2026 03:52:27 pm,618.500,26.3,23.7,
04/16/2026 03:52:28 pm,619.000,26.3,23.7,22.8
04/16/2026 03:52:28 pm,619.500,26.3,23.7,
04/16/2026 03:52:29 pm,620.000,26.3,23.7,22.8
04/16/2026 03:52:29 pm,620.500,26.3,23.7,
04/16/2026 03:52:30 pm,621.000,26.3,23.7,22.8
04/16/2026 03:52:30 pm,621.500,26.3,23.7,
04/16/2026 03:52:31 pm,622.000,26.3,23.7,22.8
04/16/2026 03:52:31 pm,622.500,26.3,23.7,
04/16/2026 03:52:32 pm,623.000,26.3,23.7,22.8
04/16/2026 03:52:32 pm,623.500,26.3,23.7,
04/16/2026 03:52:33 pm,624.000,26.3,23.7,22.8
04/16/2026 03:52:33 pm,624.500,26.3,23.7,
04/16/2026 03:52:34 pm,625.000,26.3,23.7,22.8
04/16/2026 03:52:34 pm,625.500,26.3,23.7,
04/16/2026 03:52:35 pm,626.000,26.3,23.7,22.8
04/16/2026 03:52:35 pm,626.500,26.3,23.7,
04/16/2026 03:52:36 pm,627.000,26.3,23.7,22.8
04/16/2026 03:52:36 pm,627.500,26.3,23.7,
04/16/2026 03:52:37 pm,628.000,26.3,23.7,22.8
04/16/2026 03:52:37 pm,628.500,26.3,23.7,
04/16/2026 03:52:38 pm,629.000,26.3,23.7,22.8
04/16/2026 03:52:38 pm,629.500,26.3,23.7,
04/16/2026 03:52:39 pm,630.000,26.3,23.7,22.8
04/16/2026 03:52:39 pm,630.500,26.3,23.7,
04/16/2026 03:52:40 pm,631.000,26.3,23.7,22.8
04/16/2026 03:52:40 pm,631.500,26.4,23.7,
04/16/2026 03:52:41 pm,632.000,26.3,23.7,22.8
04/16/2026 03:52:41 pm,632.500,26.4,23.7,
04/16/2026 03:52:42 pm,633.000,26.4,23.7,22.8
04/16/2026 03:52:42 pm,633.500,26.4,23.7,
04/16/2026 03:52:43 pm,634.000,26.4,23.7,22.8
04/16/2026 03:52:43 pm,634.500,26.4,23.7,
04/16/2026 03:52:44 pm,635.000,26.4,23.7,22.8
04/16/2026 03:52:44 pm,635.500,26.4,23.7,
04/16/2026 03:52:45 pm,636.000,26.4,23.7,22.8
04/16/2026 03:52:45 pm,636.500,26.4,23.7,
04/16/2026 03:52:46 pm,637.000,26.4,23.7,22.8
04/16/2026 03:52:46 pm,637.500,26.4,23.7,
04/16/2026 03:52:47 pm,638.000,26.4,23.7,22.8
04/16/2026 03:52:47 pm,638.500,26.4,23.7,
04/16/2026 03:52:48 pm,639.000,26.4,23.7,22.8
04/16/2026 03:52:48 pm,639.500,26.4,23.7,
04/16/2026 03:52:49 pm,640.000,26.4,23.7,22.8
04/16/2026 03:52:49 pm,640.500,26.4,23.7,
04/16/2026 03:52:50 pm,641.000,26.4,23.7,22.8
04/16/2026 03:52:50 pm,641.500,26.4,23.7,
04/16/2026 03:52:51 pm,642.000,26.4,23.7,22.8
04/16/2026 03:52:51 pm,642.500,26.4,23.7,
04/16/2026 03:52:52 pm,643.000,26.4,23.7,22.8
04/16/2026 03:52:52 pm,643.500,26.4,23.7,
04/16/2026 03:52:53 pm,644.000,26.4,23.7,22.8
04/16/2026 03:52:53 pm,644.500,26.4,23.7,
04/16/2026 03:52:54 pm,645.000,26.4,23.7,22.8
04/16/2026 03:52:54 pm,645.500,26.4,23.8,
04/16/2026 03:52:55 pm,646.000,26.4,23.8,22.8
04/16/2026 03:52:55 pm,646.500,26.5,23.7,
04/16/2026 03:52:56 pm,647.000,26.4,23.7,22.9
04/16/2026 03:52:56 pm,647.500,26.5,23.7,
04/16/2026 03:52:57 pm,648.000,26.5,23.7,22.8
04/16/2026 03:52:57 pm,648.500,26.4,23.7,
04/16/2026 03:52:58 pm,649.000,26.5,23.7,22.8
04/16/2026 03:52:58 pm,649.500,26.5,23.8,
04/16/2026 03:52:59 pm,650.000,26.5,23.8,22.8
04/16/2026 03:52:59 pm,650.500,26.5,23.8,
04/16/2026 03:53:00 pm,651.000,26.5,23.8,22.8
04/16/2026 03:53:00 pm,651.500,26.5,23.8,
04/16/2026 03:53:01 pm,652.000,26.5,23.8,22.8
04/16/2026 03:53:01 pm,652.500,26.5,23.8,
04/16/2026 03:53:02 pm,653.000,26.5,23.7,22.8
04/16/2026 03:53:02 pm,653.500,26.5,23.8,
04/16/2026 03:53:03 pm,654.000,26.5,23.8,22.8
04/16/2026 03:53:03 pm,654.500,26.5,23.8,
04/16/2026 03:53:04 pm,655.000,26.5,23.8,22.8
04/16/2026 03:53:04 pm,655.500,26.5,23.8,
04/16/2026 03:53:05 pm,656.000,26.5,23.8,22.8
04/16/2026 03:53:05 pm,656.500,26.5,23.8,
04/16/2026 03:53:06 pm,657.000,26.5,23.8,22.8
04/16/2026 03:53:06 pm,657.500,26.5,23.8,
04/16/2026 03:53:07 pm,658.000,26.5,23.8,22.9
04/16/2026 03:53:07 pm,658.500,26.5,23.8,
04/16/2026 03:53:08 pm,659.000,26.5,23.8,22.9
04/16/2026 03:53:08 pm,659.500,26.5,23.8,
04/16/2026 03:53:09 pm,660.000,26.5,23.8,22.9
04/16/2026 03:53:09 pm,660.500,26.5,23.8,
04/16/2026 03:53:10 pm,661.000,26.5,23.8,22.9
04/16/2026 03:53:10 pm,661.500,26.5,23.8,
04/16/2026 03:53:11 pm,662.000,26.5,23.8,22.9
04/16/2026 03:53:11 pm,662.500,26.5,23.8,
04/16/2026 03:53:12 pm,663.000,26.5,23.8,22.9
04/16/2026 03:53:12 pm,663.500,26.5,23.8,
04/16/2026 03:53:13 pm,664.000,26.6,23.8,22.8
04/16/2026 03:53:13 pm,664.500,26.6,23.8,
04/16/2026 03:53:14 pm,665.000,26.5,23.8,22.9
04/16/2026 03:53:14 pm,665.500,26.6,23.8,
04/16/2026 03:53:15 pm,666.000,26.6,23.8,22.8
04/16/2026 03:53:15 pm,666.500,26.6,23.8,
04/16/2026 03:53:16 pm,667.000,26.5,23.8,22.9
04/16/2026 03:53:16 pm,667.500,26.6,23.8,
04/16/2026 03:53:17 pm,668.000,26.6,23.8,22.9
04/16/2026 03:53:17 pm,668.500,26.6,23.8,
04/16/2026 03:53:18 pm,669.000,26.6,23.8,22.9
04/16/2026 03:53:18 pm,669.500,26.6,23.8,
04/16/2026 03:53:19 pm,670.000,26.6,23.8,22.9
04/16/2026 03:53:19 pm,670.500,26.6,23.8,
04/16/2026 03:53:20 pm,671.000,26.6,23.8,22.9
04/16/2026 03:53:20 pm,671.500,26.6,23.8,
04/16/2026 03:53:21 pm,672.000,26.6,23.8,22.9
04/16/2026 03:53:21 pm,672.500,26.6,23.8,
04/16/2026 03:53:22 pm,673.000,26.6,23.8,22.9
04/16/2026 03:53:22 pm,673.500,26.6,23.8,
04/16/2026 03:53:23 pm,674.000,26.6,23.8,22.8
04/16/2026 03:53:23 pm,674.500,26.6,23.8,
04/16/2026 03:53:24 pm,675.000,26.6,23.8,22.9
04/16/2026 03:53:24 pm,675.500,26.6,23.8,
04/16/2026 03:53:25 pm,676.000,26.6,23.8,22.9
04/16/2026 03:53:25 pm,676.500,26.6,23.8,
04/16/2026 03:53:26 pm,677.000,26.6,23.8,22.9
04/16/2026 03:53:26 pm,677.500,26.6,23.8,
04/16/2026 03:53:27 pm,678.000,26.6,23.8,22.9
04/16/2026 03:53:27 pm,678.500,26.6,23.8,
04/16/2026 03:53:28 pm,679.000,26.6,23.8,22.9
04/16/2026 03:53:28 pm,679.500,26.6,23.8,
04/16/2026 03:53:29 pm,680.000,26.6,23.8,22.9
04/16/2026 03:53:29 pm,680.500,26.6,23.8,
04/16/2026 03:53:30 pm,681.000,26.6,23.8,22.9
04/16/2026 03:53:30 pm,681.500,26.6,23.8,
04/16/2026 03:53:31 pm,682.000,26.6,23.8,22.9
04/16/2026 03:53:31 pm,682.500,26.7,23.8,
04/16/2026 03:53:32 pm,683.000,26.6,23.8,22.9
04/16/2026 03:53:32 pm,683.500,26.7,23.8,
04/16/2026 03:53:33 pm,684.000,26.7,23.8,22.9
04/16/2026 03:53:33 pm,684.500,26.6,23.8,
04/16/2026 03:53:34 pm,685.000,26.6,23.8,22.9
04/16/2026 03:53:34 pm,685.500,26.7,23.8,
04/16/2026 03:53:35 pm,686.000,26.7,23.8,22.9
04/16/2026 03:53:35 pm,686.500,26.7,23.8,
04/16/2026 03:53:36 pm,687.000,26.6,23.8,22.9
04/16/2026 03:53:36 pm,687.500,26.7,23.8,
04/16/2026 03:53:37 pm,688.000,26.7,23.8,22.9
04/16/2026 03:53:37 pm,688.500,26.7,23.8,
04/16/2026 03:53:38 pm,689.000,26.7,23.8,22.9
04/16/2026 03:53:38 pm,689.500,26.7,23.8,
04/16/2026 03:53:39 pm,690.000,26.7,23.8,22.9
04/16/2026 03:53:39 pm,690.500,26.7,23.8,
04/16/2026 03:53:40 pm,691.000,26.7,23.8,22.9
04/16/2026 03:53:40 pm,691.500,26.7,23.8,
04/16/2026 03:53:41 pm,692.000,26.7,23.8,22.9
04/16/2026 03:53:41 pm,692.500,26.7,23.8,
04/16/2026 03:53:42 pm,693.000,26.7,23.9,22.9
04/16/2026 03:53:42 pm,693.500,26.7,23.8,
04/16/2026 03:53:43 pm,694.000,26.7,23.8,22.9
04/16/2026 03:53:43 pm,694.500,26.7,23.8,
04/16/2026 03:53:44 pm,695.000,26.7,23.9,22.9
04/16/2026 03:53:44 pm,695.500,26.7,23.8,
04/16/2026 03:53:45 pm,696.000,26.7,23.8,22.9
04/16/2026 03:53:45 pm,696.500,26.7,23.9,
04/16/2026 03:53:46 pm,697.000,26.7,23.9,22.9
04/16/2026 03:53:46 pm,697.500,26.7,23.9,
04/16/2026 03:53:47 pm,698.000,26.7,23.9,22.9
04/16/2026 03:53:47 pm,698.500,26.7,23.9,
04/16/2026 03:53:48 pm,699.000,26.7,23.9,22.9
04/16/2026 03:53:48 pm,699.500,26.7,23.9,
04/16/2026 03:53:49 pm,700.000,26.7,23.9,22.9
04/16/2026 03:53:49 pm,700.500,26.7,23.8,
04/16/2026 03:53:50 pm,701.000,26.7,23.9,22.9
04/16/2026 03:53:50 pm,701.500,26.7,23.9,
04/16/2026 03:53:51 pm,702.000,26.7,23.8,22.9
04/16/2026 03:53:51 pm,702.500,26.7,23.9,
04/16/2026 03:53:52 pm,703.000,26.7,23.9,22.9
04/16/2026 03:53:52 pm,703.500,26.7,23.9,
04/16/2026 03:53:53 pm,704.000,26.8,23.9,22.9
04/16/2026 03:53:53 pm,704.500,26.7,23.9,
04/16/2026 03:53:54 pm,705.000,26.8,23.9,22.9
04/16/2026 03:53:54 pm,705.500,26.7,23.9,
04/16/2026 03:53:55 pm,706.000,26.7,23.9,22.9
04/16/2026 03:53:55 pm,706.500,26.8,23.9,
04/16/2026 03:53:56 pm,707.000,26.8,23.9,22.9
04/16/2026 03:53:56 pm,707.500,26.8,23.9,
04/16/2026 03:53:57 pm,708.000,26.8,23.9,22.9
04/16/2026 03:53:57 pm,708.500,26.8,23.9,
04/16/2026 03:53:58 pm,709.000,26.8,23.9,22.9
04/16/2026 03:53:58 pm,709.500,26.8,23.9,
04/16/2026 03:53:59 pm,710.000,26.8,23.9,22.9
04/16/2026 03:53:59 pm,710.500,26.8,23.9,
04/16/2026 03:54:00 pm,711.000,26.8,23.9,22.9
04/16/2026 03:54:00 pm,711.500,26.8,23.9,
04/16/2026 03:54:01 pm,712.000,26.8,23.9,22.9
04/16/2026 03:54:01 pm,712.500,26.8,23.9,
04/16/2026 03:54:02 pm,713.000,26.8,23.9,22.9
04/16/2026 03:54:02 pm,713.500,26.8,23.9,
04/16/2026 03:54:03 pm,714.000,26.8,23.9,22.9
04/16/2026 03:54:03 pm,714.500,26.8,23.9,
04/16/2026 03:54:04 pm,715.000,26.8,23.9,22.9
04/16/2026 03:54:04 pm,715.500,26.8,23.9,
04/16/2026 03:54:05 pm,716.000,26.8,23.9,22.9
04/16/2026 03:54:05 pm,716.500,26.8,23.9,
04/16/2026 03:54:06 pm,717.000,26.8,23.9,22.9
04/16/2026 03:54:06 pm,717.500,26.8,23.9,
04/16/2026 03:54:07 pm,718.000,26.8,23.9,22.9
04/16/2026 03:54:07 pm,718.500,26.8,23.9,
04/16/2026 03:54:08 pm,719.000,26.8,23.9,22.9
04/16/2026 03:54:08 pm,719.500,26.8,23.9,
04/16/2026 03:54:09 pm,720.000,26.8,23.9,22.9
04/16/2026 03:54:09 pm,720.500,26.8,23.9,
04/16/2026 03:54:10 pm,721.000,26.8,23.9,22.9
04/16/2026 03:54:10 pm,721.500,26.9,23.9,
04/16/2026 03:54:11 pm,722.000,26.8,23.9,22.9
04/16/2026 03:54:11 pm,722.500,26.8,23.9,
04/16/2026 03:54:12 pm,723.000,26.9,23.9,22.9
04/16/2026 03:54:12 pm,723.500,26.9,23.9,
04/16/2026 03:54:13 pm,724.000,26.8,23.9,22.9
04/16/2026 03:54:13 pm,724.500,26.9,23.9,
04/16/2026 03:54:14 pm,725.000,26.8,23.9,22.9
04/16/2026 03:54:14 pm,725.500,26.8,23.9,
04/16/2026 03:54:15 pm,726.000,26.9,23.9,22.9
04/16/2026 03:54:15 pm,726.500,26.9,23.9,
04/16/2026 03:54:16 pm,727.000,26.9,23.9,22.9
04/16/2026 03:54:16 pm,727.500,26.9,23.9,
04/16/2026 03:54:17 pm,728.000,26.9,23.9,22.9
04/16/2026 03:54:17 pm,728.500,26.9,23.9,
04/16/2026 03:54:18 pm,729.000,26.9,23.9,22.9
04/16/2026 03:54:18 pm,729.500,26.9,23.9,
04/16/2026 03:54:19 pm,730.000,26.9,23.9,22.9
04/16/2026 03:54:19 pm,730.500,26.9,23.9,
04/16/2026 03:54:20 pm,731.000,26.9,23.9,22.9
04/16/2026 03:54:20 pm,731.500,26.9,23.9,
04/16/2026 03:54:21 pm,732.000,26.9,23.9,22.9
04/16/2026 03:54:21 pm,732.500,26.9,23.9,
04/16/2026 03:54:22 pm,733.000,26.9,23.9,22.9
04/16/2026 03:54:22 pm,733.500,26.9,23.9,
04/16/2026 03:54:23 pm,734.000,26.9,23.9,23.0
04/16/2026 03:54:23 pm,734.500,26.9,23.9,
04/16/2026 03:54:24 pm,735.000,26.9,23.9,22.9
04/16/2026 03:54:24 pm,735.500,26.9,23.9,
04/16/2026 03:54:25 pm,736.000,26.9,23.9,22.9
04/16/2026 03:54:25 pm,736.500,26.9,23.9,
04/16/2026 03:54:26 pm,737.000,26.9,23.9,22.9
04/16/2026 03:54:26 pm,737.500,26.9,23.9,
04/16/2026 03:54:27 pm,738.000,26.9,23.9,22.9
04/16/2026 03:54:27 pm,738.500,26.9,23.9,
04/16/2026 03:54:28 pm,739.000,26.9,24.0,22.9
04/16/2026 03:54:28 pm,739.500,26.9,23.9,
04/16/2026 03:54:29 pm,740.000,26.9,23.9,23.0
04/16/2026 03:54:29 pm,740.500,26.9,23.9,
04/16/2026 03:54:30 pm,741.000,26.9,24.0,22.9
04/16/2026 03:54:30 pm,741.500,26.9,24.0,
04/16/2026 03:54:31 pm,742.000,27.0,23.9,22.9
04/16/2026 03:54:31 pm,742.500,26.9,23.9,
04/16/2026 03:54:32 pm,743.000,26.9,23.9,22.9
04/16/2026 03:54:32 pm,743.500,27.0,24.0,
04/16/2026 03:54:33 pm,744.000,27.0,23.9,23.0
04/16/2026 03:54:33 pm,744.500,27.0,23.9,
04/16/2026 03:54:34 pm,745.000,27.0,24.0,22.9
04/16/2026 03:54:34 pm,745.500,27.0,23.9,
04/16/2026 03:54:35 pm,746.000,27.0,23.9,23.0
04/16/2026 03:54:35 pm,746.500,27.0,24.0,
04/16/2026 03:54:36 pm,747.000,27.0,24.0,22.9
04/16/2026 03:54:36 pm,747.500,27.0,24.0,
04/16/2026 03:54:37 pm,748.000,27.0,24.0,23.0
04/16/2026 03:54:37 pm,748.500,27.0,24.0,
04/16/2026 03:54:38 pm,749.000,27.0,24.0,22.9
04/16/2026 03:54:38 pm,749.500,27.0,24.0,
04/16/2026 03:54:39 pm,750.000,27.0,24.0,22.9
04/16/2026 03:54:39 pm,750.500,27.0,24.0,
04/16/2026 03:54:40 pm,751.000,27.0,24.0,22.9
04/16/2026 03:54:40 pm,751.500,27.0,24.0,
04/16/2026 03:54:41 pm,752.000,27.0,24.0,23.0
04/16/2026 03:54:41 pm,752.500,27.0,24.0,
04/16/2026 03:54:42 pm,753.000,27.0,24.0,22.9
04/16/2026 03:54:42 pm,753.500,27.0,24.0,
04/16/2026 03:54:43 pm,754.000,27.0,24.0,23.0
04/16/2026 03:54:43 pm,754.500,27.0,24.0,
04/16/2026 03:54:44 pm,755.000,27.0,24.0,23.0
04/16/2026 03:54:44 pm,755.500,27.0,24.0,
